Date,Open,High,Low,Close
2021-07-22,428.75,431.929993,428.649994,431.380005
2021-07-21,430.98999,431.290009,425.820007,426
2021-07-20,427.140015,428.779999,425.98999,428.549988
2021-07-19,432.25,432.25,428.940002,429.890015
2021-07-16,436.23999,436.23999,432.850006,434.820007
2021-07-15,434.23999,436.850006,433.119995,436.76001
2021-07-14,434.470001,434.570007,431.75,433.570007
2021-07-13,432.390015,435.209991,432.359985,434.709991
2021-07-12,429.329987,432.019989,429.299988,431.279999
2021-07-09,431.640015,431.649994,424.26001,427.839996
2021-07-08,437.200012,438.559998,432.600006,432.630005
2021-07-07,439.290009,439.290009,435.779999,436.970001
2021-07-06,437.959991,440.679993,437.959991,439.5
2021-07-05,436.529999,438.920013,436.529999,437.660004
2021-07-02,436.309998,438.070007,435.540009,436
2021-07-01,439.01001,439.26001,435.799988,436.339996
2021-06-30,437.76001,440.399994,437.700012,438.839996
2021-06-29,440.480011,440.600006,436.170013,437.540009
2021-06-28,440.779999,441.540009,438.549988,439.980011
2021-06-25,438.76001,442.309998,438.75,440.399994
2021-06-24,437.540009,439.369995,436.959991,438.380005
2021-06-23,434.649994,437.369995,434.619995,436.730011
2021-06-22,432.100006,435.049988,432.100006,434.420013
2021-06-21,434.570007,434.570007,429.519989,431.459991
2021-06-18,434.820007,436.690002,434.390015,435.019989
2021-06-17,436.609985,436.630005,432.779999,434.730011
2021-06-16,434.190002,437.470001,433.880005,436.959991
2021-06-15,433.410004,434.98999,432.480011,434.130005
2021-06-14,432.700012,433.589996,431.279999,433.220001
2021-06-11,429.609985,433.420013,429.609985,432.779999
2021-06-10,428.230011,430.869995,427.5,429.350006
2021-06-09,432.350006,432.529999,428.160004,428.160004
2021-06-08,433.209991,435.019989,431.709991,432.880005
2021-06-07,432.820007,435.769989,430.76001,433.26001
2021-06-04,433.700012,433.700012,429.329987,432.220001
2021-06-03,430.200012,435.600006,430.200012,433.869995
2021-06-02,430.600006,433.059998,429.140015,430.149994
2021-06-01,428.079987,432.179993,426.940002,430.320007
2021-05-31,426.309998,428.179993,424.290009,427.910004
2021-05-28,423.880005,427.51001,423.579987,425.950012
2021-05-27,423.920013,424.380005,419.779999,423
2021-05-26,424.459991,426.049988,422.549988,423.540009
2021-05-25,421.910004,424.829987,421.200012,424.350006
2021-05-24,421.920013,423.089996,419.380005,420.570007
2021-05-21,423.119995,427.75,420.700012,422.079987
2021-05-20,423.380005,423.380005,419.070007,421.679993
2021-05-18,418.279999,423.929993,418.279999,423.089996
2021-05-17,421.970001,423.190002,416.079987,418.269989
2021-05-14,417.5,421.75,417.5,420.170013
2021-05-13,419.600006,421.070007,414.279999,416.070007
2021-05-12,428.73999,428.959991,419.109985,421.859985
2021-05-11,434.140015,434.140015,427.209991,428.769989
2021-05-10,429.040009,436.730011,429.040009,435.630005
2021-05-07,426.51001,429.940002,426,428.559998
2021-05-06,423.619995,426.290009,421.25,424.059998
2021-05-04,420.98999,423.570007,418.529999,423.570007
2021-05-03,422.540009,426.299988,419.299988,420.359985
2021-04-30,426.609985,426.829987,421.730011,422.359985
2021-04-29,428.070007,430.140015,424.829987,426.279999
2021-04-28,432.200012,432.820007,426.880005,427.480011
2021-04-27,432.459991,433.429993,430.359985,432.140015
2021-04-26,428.890015,432.359985,428.679993,432.359985
2021-04-23,426.679993,428.329987,422.920013,427.76001
2021-04-22,427.059998,430.440002,427.059998,427.369995
2021-04-21,433.399994,433.470001,425.929993,426.75
2021-04-20,431.899994,434.700012,431.380005,434.600006
2021-04-19,432.73999,434.279999,431.160004,431.959991
2021-04-16,432.429993,434.570007,430.980011,432.429993
2021-04-15,430.410004,434.399994,430.390015,432.660004
2021-04-14,429.140015,431.649994,428.040009,430.709991
2021-04-13,424.399994,429.839996,423.890015,429.079987
2021-04-12,424.730011,426.619995,423.100006,424.220001
2021-04-09,427.26001,428.649994,423.329987,424.299988
2021-04-08,426.730011,427.320007,424.359985,426.859985
2021-04-07,426.220001,428.380005,424.959991,426.700012
2021-04-06,425.179993,427.679993,423.350006,425.880005
2021-04-05,425.149994,426.309998,422.160004,424.850006
2021-04-02,422.190002,425.130005,422.019989,423.73999
2021-04-01,416.98999,419.779999,416.51001,419.420013
2021-03-31,417.119995,420.179993,415.040009,415.040009
2021-03-30,412.320007,417.440002,412.320007,416.609985
2021-03-29,413.899994,414.720001,410.450012,412.049988
2021-03-26,409.160004,413.040009,409.130005,412.890015
2021-03-25,407.029999,411.269989,405.589996,408.529999
2021-03-24,407.320007,408.76001,404.029999,407.100006
2021-03-23,412.890015,416.149994,408.399994,408.709991
2021-03-22,412.920013,414.480011,410.269989,412.640015
2021-03-19,416.700012,416.709991,410.589996,412.910004
2021-03-18,414.970001,420.859985,414.970001,417.059998
2021-03-17,417.350006,417.670013,411.320007,414.01001
2021-03-16,414.820007,418.059998,414.109985,417.309998
2021-03-15,416.579987,417.690002,413.609985,414.179993
2021-03-12,413.670013,417.76001,413.670013,416.130005
2021-03-11,404.359985,413.23999,404.359985,411.019989
2021-03-10,406.369995,411.220001,402.369995,403.480011
2021-03-09,407.329987,408.829987,399.369995,405.790009
2021-03-08,412.859985,416.369995,407.600006,408.339996
2021-03-05,413.320007,413.779999,405.929993,412
2021-03-04,419.339996,419.339996,411.279999,414.170013
2021-03-03,414.450012,420.269989,412.399994,420.269989
2021-03-02,411,422.410004,411,414.799988
2021-02-26,421.190002,421.190002,406.589996,409.910004
2021-02-25,412.049988,422.559998,412.049988,422.519989
2021-02-24,415.779999,420.049988,406.859985,407.160004
2021-02-23,415.070007,419.579987,410.839996,415.820007
2021-02-22,421.959991,425.899994,416.799988,416.880005
2021-02-19,417.980011,421.359985,411.579987,420.940002
2021-02-18,423.920013,425.380005,417.440002,417.440002
2021-02-17,429.200012,429.23999,421.769989,424.200012
2021-02-16,427.799988,432.25,426.730011,429.23999
2021-02-15,420.850006,428.640015,420.600006,427.01001
2021-02-10,418.399994,421.480011,414.769989,419.649994
2021-02-09,420.709991,424.940002,417.869995,417.910004
2021-02-08,422.299988,424.619995,418.369995,418.950012
2021-02-05,419.839996,424.200012,417.850006,423.299988
2021-02-04,425.920013,426.230011,415.579987,418.309998
2021-02-03,422.690002,427.51001,419.75,425.209991
2021-02-02,416.769989,427.630005,416.769989,421.029999
2021-02-01,404.709991,415.529999,400.589996,415.450012
2021-01-29,417.920013,421.049988,402.940002,404.559998
2021-01-28,422.920013,422.920013,413.339996,416.399994
2021-01-27,427.109985,432.619995,423.230011,423.670013
2021-01-26,436.269989,437.190002,425.640015,426.730011
2021-01-25,427.640015,437.959991,427.170013,437.299988
2021-01-22,430.730011,433.839996,427.130005,427.130005
2021-01-21,425.290009,431.049988,424.640015,430.269989
2021-01-20,425.170013,429.390015,419.269989,424.01001
2021-01-19,410.209991,421.350006,410.209991,421.350006
2021-01-18,419.700012,419.700012,408.690002,410.5
2021-01-15,430.369995,436.350006,420.329987,420.429993
2021-01-14,430.429993,431.540009,427.130005,429.850006
2021-01-13,427.980011,433.269989,424.970001,430.380005
2021-01-12,430.799988,432.040009,416.290009,427.869995
2021-01-11,431.690002,449.040009,424.160004,431.130005
2021-01-08,412.059998,431.98999,412.059998,430.220001
2021-01-07,404,414.649994,403.98999,410.809998
2021-01-06,406.329987,411.209991,401.059998,402.079987
2021-01-05,399.790009,406.029999,396.429993,406.029999
2021-01-04,389.5,400.779999,388.880005,399.880005
2020-12-30,381.209991,390.040009,379.140015,389.290009
2020-12-29,380.339996,382.309998,377.040009,381.269989
2020-12-28,381.51001,383.839996,378.440002,379.929993
2020-12-24,371.670013,380.290009,371.670013,379.179993
2020-12-23,367.019989,371.929993,364.720001,371.320007
2020-12-22,371.079987,371.910004,366.429993,366.429993
2020-12-21,371.51001,372.440002,368.049988,372.179993
2020-12-18,372.019989,373.369995,370.5,371.549988
2020-12-17,372.119995,372.600006,368.070007,372
2020-12-16,371.859985,374.529999,371.029999,372.529999
2020-12-15,371.75,372.640015,367.700012,370.880005
2020-12-14,372.140015,374.720001,370.5,371.559998
2020-12-11,370.450012,374.299988,370.390015,372.23999
2020-12-10,370.73999,372.679993,365.76001,369.369995
2020-12-09,363.769989,371.640015,363.769989,371.470001
2020-12-08,369.730011,370.109985,363.410004,363.450012
2020-12-07,368.589996,371.51001,365.320007,369.859985
2020-12-04,363.279999,369.670013,363.230011,367.630005
2020-12-03,360.359985,361.660004,358.450012,361.660004
2020-12-02,354.329987,359.149994,354,358.660004
2020-12-01,349.369995,353.26001,349.070007,352.399994
2020-11-30,354.700012,354.779999,346.049988,346.049988
2020-11-27,351.829987,353.190002,350.630005,352.730011
2020-11-26,348.660004,352.119995,346.769989,352.119995
2020-11-25,353.049988,353.959991,346.170013,348.299988
2020-11-24,350.299988,352.549988,348.609985,350.279999
2020-11-23,341.51001,348.940002,340.600006,348.459991
2020-11-20,339.480011,341.709991,338.589996,340.619995
2020-11-19,338.559998,340.420013,337.51001,340.160004
2020-11-18,341.070007,341.809998,338.640015,339.959991
2020-11-17,340.839996,342.570007,339.059998,339.850006
2020-11-16,335.200012,341.149994,335.200012,340.630005
2020-11-13,329.089996,333.149994,328.25,333.029999
2020-11-12,330.570007,331.579987,328.459991,329.720001
2020-11-11,327.040009,331.459991,327.01001,331.119995
2020-11-10,326.329987,327,323.790009,326.130005
2020-11-09,325.25,328.019989,324.51001,325.829987
2020-11-06,322.720001,324.279999,320.609985,322.100006
2020-11-05,315.73999,321.51001,315.269989,321.51001
2020-11-04,314.309998,315.619995,311.369995,313.829987
2020-11-03,308.140015,312.350006,308.01001,312.070007
2020-11-02,302.670013,306.429993,301.369995,305.950012
2020-10-30,308.910004,309.079987,301.579987,301.600006
2020-10-29,308.98999,310.559998,306.630005,309.940002
2020-10-28,310.660004,313.299988,309.440002,313.170013
2020-10-27,311.5,313.929993,310.549988,311.799988
2020-10-26,315.630005,316.779999,313.329987,313.529999
2020-10-23,314.980011,315.829987,312.309998,314.790009
2020-10-22,313.619995,314.290009,311.549988,313.769989
2020-10-21,315.339996,316.609985,314.160004,315.76001
2020-10-20,311.019989,314.910004,309.950012,314.709991
2020-10-19,313.429993,314.940002,312.190002,312.589996
2020-10-16,314.410004,315.470001,309.670013,311.829987
2020-10-15,315.76001,315.890015,312.399994,313.920013
2020-10-14,319.600006,319.880005,315.709991,316.570007
2020-10-13,321.040009,321.450012,316.980011,319.579987
2020-10-12,318.98999,320.01001,317.670013,319.149994
2020-10-08,320.309998,320.380005,316.600006,317.470001
2020-10-07,312.339996,317.440002,311.820007,317.350006
2020-10-06,315.130005,316.480011,313.029999,314.450012
2020-10-05,309.649994,314.660004,309.089996,313.51001
2020-09-29,310.01001,311.339996,308.519989,309.440002
2020-09-28,306.48999,308.339996,304.640015,307.029999
2020-09-25,305.380005,305.549988,301.929993,303.570007
2020-09-24,304.850006,306.980011,301.950012,302.480011
2020-09-23,311.5,311.76001,303.290009,309.640015
2020-09-22,315.529999,316.019989,307.399994,308.820007
2020-09-21,318.130005,320.859985,314.779999,315.890015
2020-09-18,319.200012,319.809998,316.619995,318.390015
2020-09-17,321.299988,322.230011,316.920013,318
2020-09-16,323.140015,324.190002,321.519989,322.309998
2020-09-15,321.820007,323.570007,320.540009,323.359985
2020-09-14,319.829987,321.220001,318.540009,320.980011
2020-09-11,315.640015,316.769989,313.200012,316.450012
2020-09-10,317.920013,318.380005,315.459991,316.529999
2020-09-09,313.540009,315.899994,312.899994,313.769989
2020-09-08,316.309998,317.429993,314.559998,317.380005
2020-09-07,312.079987,314.440002,310.929993,313.670013
2020-09-04,308.25,312.640015,308.040009,312.029999
2020-09-03,314.730011,317.459991,314.450012,316.429993
2020-09-02,311.690002,312.920013,308.519989,311.5
2020-09-01,309.079987,311.149994,307.630005,309.809998
2020-08-31,315.459991,316.109985,307.119995,307.140015
2020-08-28,313.859985,315.950012,311.059998,312.23999
2020-08-27,314.459991,315.170013,311.369995,311.380005
2020-08-26,313.609985,315.079987,309.73999,314.190002
2020-08-25,312.450012,314.140015,310.570007,313.589996
2020-08-24,306.859985,310.269989,303.390015,309.329987
2020-08-21,306.170013,309.880005,303.149994,306.160004
2020-08-20,310.450012,312.769989,301.149994,301.589996
2020-08-19,315.959991,316.820007,313.179993,313.540009
2020-08-18,319.570007,321.690002,311.200012,312.839996
2020-08-14,321.589996,322.660004,316.279999,319.23999
2020-08-13,325.839996,326.220001,319.660004,323.329987
2020-08-12,322.679993,322.679993,322.679993,322.679993
2020-08-11,317.630005,322.640015,317.559998,321.019989
2020-08-10,312.75,317.839996,312.079987,316.769989
2020-08-07,311.98999,314.109985,310,312.570007
2020-08-06,307.880005,312.839996,307.880005,311.320007
2020-08-05,303.940002,306.670013,302.910004,306.640015
2020-08-04,302.5,304.269989,301.480011,303.040009
2020-08-03,299.570007,300.329987,297.570007,299.459991
2020-07-31,303.690002,304.160004,298.890015,299.320007
2020-07-30,303.130005,304.130005,301.48999,301.850006
2020-07-29,300.570007,303.51001,299.609985,301.25
2020-07-28,296.529999,301.339996,296.380005,300.130005
2020-07-27,291.029999,295.26001,290.820007,293.51001
2020-07-24,289.839996,292.73999,289.420013,290.660004
2020-07-23,293.619995,293.619995,290.48999,292.369995
2020-07-22,294.709991,296.140015,293.390015,294.040009
2020-07-21,294.029999,296.109985,293.200012,295.160004
2020-07-20,292.76001,292.76001,289.01001,290.809998
2020-07-17,289.899994,292.100006,289.899994,291.570007
2020-07-16,292.339996,292.73999,288.459991,289.25
2020-07-15,292.940002,294.420013,290.890015,292.269989
2020-07-14,288.420013,289.630005,286.890015,289.630005
2020-07-13,287.920013,290.48999,286.859985,289.839996
2020-07-10,287.869995,288.089996,283.51001,285.059998
2020-07-09,287.799988,289.410004,287.079987,287.25
2020-07-08,287.200012,288.410004,285.179993,285.970001
2020-07-07,292.73999,292.980011,286.76001,286.769989
2020-07-06,286.839996,291.140015,286.309998,290.619995
2020-07-03,285.589996,286.089996,283.359985,285.890015
2020-07-02,281.299988,283.890015,280.709991,283.859985
2020-07-01,283.100006,283.839996,279.440002,280.26001
2020-06-30,282.549988,283.980011,280.089996,280.089996
2020-06-29,279.359985,281.769989,277.059998,278.040009
2020-06-26,283.359985,284.579987,280.649994,283.380005
2020-06-25,282.380005,284.359985,279.730011,279.730011
2020-06-24,283.709991,288.299988,283.299988,286.700012
2020-06-23,284.640015,286.040009,279.26001,281.940002
2020-06-22,281.01001,283.709991,280.339996,281.420013
2020-06-19,284.559998,284.700012,278.529999,283.369995
2020-06-18,281.73999,283.390015,280.019989,281.910004
2020-06-17,282.079987,284.899994,278.329987,283.019989
2020-06-16,275.890015,282.589996,274,282.589996
2020-06-15,278.609985,280.869995,267.950012,267.950012
2020-06-12,276.970001,282.540009,276.049988,281.779999
2020-06-11,289.980011,292.079987,284.290009,288.619995
2020-06-10,291.029999,292.920013,289.600006,291.899994
2020-06-09,293.959991,294.869995,287.829987,291.320007
2020-06-08,295.410004,295.679993,289.709991,290.769989
2020-06-05,286.299988,291.5,284.5,290.619995
2020-06-04,291.170013,292.899994,284.929993,286.450012
2020-06-03,279.140015,287.48999,278.980011,285.910004
2020-06-02,272.649994,276.470001,272.220001,276.079987
2020-06-01,269.290009,273.390015,268.929993,273.190002
2020-05-29,266.619995,269.609985,265.230011,268.320007
2020-05-28,270.170013,271.440002,264.850006,268.290009
2020-05-27,266.709991,269.170013,265.859985,267.640015
2020-05-26,263.480011,267.309998,262.950012,267.309998
2020-05-25,260.950012,262.820007,259.160004,262.76001
2020-05-22,263.820007,264.070007,258.339996,259.619995
2020-05-21,264.519989,264.850006,263.070007,263.73999
2020-05-20,260.480011,263.25,260.480011,262.720001
2020-05-19,261.119995,262.339996,259.959991,261.790009
2020-05-18,254.550003,256.309998,252.949997,255.440002
2020-05-15,255.339996,255.490005,252.020004,253.789993
2020-05-14,253.259995,254.389999,252.089996,253.649994
2020-05-13,250.029999,255.850006,249.949997,255.850006
2020-05-12,255.330002,255.559998,250.979996,253.369995
2020-05-11,257.670013,258.869995,254.589996,254.949997
2020-05-08,256.660004,258.290009,256.230011,256.619995
2020-05-07,253.880005,256.140015,253.369995,254.460007
2020-05-06,253.759995,255.009995,251.259995,255
2020-05-04,252.440002,253.699997,250.339996,250.600006
2020-04-29,256.579987,259.670013,256.040009,258.149994
2020-04-28,255.910004,257.339996,253.220001,256.390015
2020-04-27,251.179993,255.789993,250.610001,254.839996
2020-04-24,252.470001,252.860001,249.190002,250.279999
2020-04-23,253.419998,255.220001,251.580002,253.740005
2020-04-22,246.160004,252.179993,244.559998,251.880005
2020-04-21,250.259995,251.880005,245.110001,249.399994
2020-04-20,253.850006,255.929993,251.460007,252.139999
2020-04-17,252.520004,257.369995,252.380005,255.020004
2020-04-16,244.990005,247.869995,243.610001,247.100006
2020-04-14,246.199997,248.550003,244.580002,247.449997
2020-04-13,246.589996,246.899994,243.389999,243.399994
2020-04-10,245.139999,248.210007,244.020004,248
2020-04-09,246.130005,246.460007,243.110001,245.610001
2020-04-08,243.710007,246.990005,241.770004,241.889999
2020-04-07,245.649994,247.389999,240.679993,244.869995
2020-04-06,234.399994,241.190002,233.75,240.809998
2020-04-03,232.479996,234.449997,229.229996,231.699997
2020-04-02,227.470001,232.220001,223.600006,231.839996
2020-04-01,234.229996,237.520004,226.339996,226.350006
2020-03-31,235.199997,237.470001,232.5,236.820007
2020-03-30,227.050003,234.699997,225.089996,232.449997
2020-03-27,239.110001,239.479996,227.009995,233.789993
2020-03-26,231.910004,236.610001,229.220001,229.339996
2020-03-25,228.369995,233.419998,224.740005,232.889999
2020-03-24,207.649994,220.339996,205.410004,220.339996
2020-03-23,200.800003,206.660004,198.669998,201.869995
2020-03-20,204.839996,214.080002,200.539993,213.669998
2020-03-19,220.720001,220.850006,196.270004,199.279999
2020-03-18,228.630005,230.039993,215.809998,215.830002
2020-03-17,222.940002,234.559998,222.460007,226.889999
2020-03-16,245.210007,245.210007,232.759995,232.970001
2020-03-13,231.710007,246.190002,227.360001,240.649994
2020-03-12,253.929993,255.490005,243.759995,247.619995
2020-03-11,264.630005,265.040009,255.690002,257.01001
2020-03-10,261.940002,265.570007,260.75,264.670013
2020-03-09,266.390015,267.75,261.76001,263.109985
2020-03-06,276.73999,278.309998,274,275.100006
2020-03-05,280.660004,282.049988,277.910004,281.380005
2020-03-04,270.130005,278.899994,270.130005,278.130005
2020-03-03,277.440002,277.540009,270.790009,271.559998
2020-03-02,269.589996,272.600006,265.700012,270.369995
2020-02-28,272.329987,273.980011,267.230011,268.019989
2020-02-27,279.459991,281.089996,276.070007,277.089996
2020-02-26,278.450012,281.980011,277.679993,279.940002
2020-02-25,280.480011,284.630005,279.769989,284.23999
2020-02-24,285.51001,286.619995,281.019989,281.019989
2020-02-21,292.160004,295.23999,291.959991,292.420013
2020-02-20,300.339996,301.350006,295.01001,296.649994
2020-02-19,299.679993,300.380005,295.529999,298.329987
2020-02-18,300.26001,301.290009,297.200012,297.73999
2020-02-17,302.839996,304.049988,300.98999,302.76001
2020-02-14,300.950012,304.200012,299.179993,303.01001
2020-02-13,302.790009,304.429993,300.480011,300.929993
2020-02-12,299.829987,302.200012,298.089996,301.540009
2020-02-11,297.910004,301.100006,297.480011,299.279999
2020-02-10,294.070007,296.730011,293.329987,296.23999
2020-02-07,299.589996,300.049988,296.01001,298.209991
2020-02-06,294.73999,300.980011,294.320007,300.649994
2020-02-05,293.570007,294.26001,290.299988,292.019989
2020-02-04,285.190002,291.380005,285.109985,290.679993
2020-02-03,280.170013,286.23999,279.779999,285.049988
2020-01-31,290.23999,291.470001,284.529999,284.529999
2020-01-30,293.269989,294.109985,287.089996,288.369995
2020-01-29,294.380005,295.670013,292.450012,293.980011
2020-01-28,294.980011,296.299988,291.299988,292.769989
2020-01-23,303.769989,304.720001,301.709991,302.329987
2020-01-22,301.790009,306.519989,301.160004,306.079987
2020-01-21,304.940002,306.089996,301.850006,302.109985
2020-01-20,304.98999,307.540009,304.769989,305.579987
2020-01-17,305.070007,306.049988,302.51001,303.299988
2020-01-16,299.929993,302.910004,298.950012,302.779999
2020-01-15,299.910004,301.130005,298.820007,299.73999
2020-01-14,302.200012,303.609985,300.690002,301.529999
2020-01-13,296.619995,300.309998,296.529999,300.130005
2020-01-10,294.799988,297.170013,294.170013,297.059998
2020-01-09,293.829987,294.410004,292.100006,294.410004
2020-01-08,288.940002,291.01001,287.299988,289.420013
2020-01-07,290.01001,292.26001,289.640015,291.230011
2020-01-06,287.730011,289.410004,287.48999,288.429993
2020-01-03,293.100006,294.880005,289.040009,290.73999
2020-01-02,294.190002,294.570007,289.959991,290.350006
