Date, Close
2023-04-27, 850.210022
2023-04-26, 830.440002
2023-04-25, 838.710022
2023-04-24, 855.22998
2023-04-21, 868.820007
2023-04-20, 885.710022
2023-04-19, 909.200012
2023-04-18, 909.02002
2023-04-17, 909.5
2023-04-14, 903.840027
2023-04-13, 894.25
2023-04-12, 890.619995
2023-04-11, 898.940002
2023-04-10, 887.780029
2023-04-07, 880.070007
2023-04-06, 865.580017
2023-04-05, 872.359985
2023-04-04, 857.179993
2023-04-03, 854.960022
2023-03-31, 847.52002
2023-03-30, 850.47998
2023-03-29, 843.940002
2023-03-28, 833.51001
2023-03-27, 827.690002
2023-03-24, 824.109985
2023-03-23, 812.190002
2023-03-22, 813.429993
2023-03-21, 802.530029
2023-03-20, 802.200012
2023-03-17, 797.390015
2023-03-16, 781.97998
2023-03-15, 781.169983
2023-03-14, 758.049988
2023-03-13, 788.890015
2023-03-10, 788.599976
2023-03-09, 809.219971
2023-03-08, 813.950012
2023-03-07, 815.76001
2023-03-06, 816.51001
2023-03-03, 802.419983
2023-03-02, 787.190002
2023-02-28, 791.599976
2023-02-27, 780.299988
2023-02-24, 778.880005
2023-02-23, 783.280029
2023-02-22, 778.51001
2023-02-21, 793.419983
2023-02-20, 788.890015
2023-02-17, 775.619995
2023-02-16, 784.710022
2023-02-15, 765.460022
2023-02-14, 779.580017
2023-02-13, 772.549988
2023-02-10, 772.440002
2023-02-09, 784.580017
2023-02-08, 779.97998
2023-02-07, 772.789978
2023-02-06, 761.330017
2023-02-03, 766.789978
2023-02-02, 764.619995
2023-02-01, 750.960022
2023-01-31, 740.48999
2023-01-30, 738.619995
2023-01-27, 741.25
2023-01-26, 738.940002
2023-01-25, 732.349976
2023-01-20, 717.969971
2023-01-19, 712.890015
2023-01-18, 711.75
2023-01-17, 709.710022
2023-01-16, 716.890015
2023-01-13, 711.820007
2023-01-12, 710.820007
2023-01-11, 709.77002
2023-01-10, 696.049988
2023-01-09, 701.210022
2023-01-06, 688.940002
2023-01-05, 679.919983
2023-01-04, 683.669983
2023-01-03, 674.950012
2023-01-02, 671.51001
2022-12-29, 679.289978
2022-12-28, 692.369995
2022-12-27, 704.190002
2022-12-26, null
2022-12-23, 691.25
2022-12-22, 715.02002
2022-12-21, 705.700012
2022-12-20, 703.130005
2022-12-19, 717.219971
2022-12-16, 717.409973
2022-12-15, 722.679993
2022-12-14, 729
2022-12-13, 715.159973
2022-12-12, 715.219971
2022-12-09, 719.48999
2022-12-08, 712.52002
2022-12-07, 718.140015
2022-12-06, 719.440002
2022-12-05, 733.320007
2022-12-02, 732.950012
2022-12-01, 740.599976
2022-11-30, 729.539978
2022-11-29, 727.539978
2022-11-28, 717.900024
2022-11-25, 733.559998
2022-11-24, 738.219971
2022-11-23, 725.590027
2022-11-22, 712.26001
2022-11-21, 718.570007
2022-11-18, 731.919983
2022-11-17, 737.539978
2022-11-16, 743.099976
2022-11-15, 744.960022
2022-11-14, 729.539978
2022-11-11, 731.219971
2022-11-10, 707.780029
2022-11-09, 714.599976
2022-11-08, 713.330017
2022-11-07, 700.47998
2022-11-04, 693.890015
2022-11-03, 694.130005
2022-11-02, 697.369995
2022-11-01, 700.049988
2022-10-31, 695.330017
2022-10-28, 687.630005
2022-10-27, 695.090027
2022-10-26, 683.169983
2022-10-25, 688.849976
2022-10-24, 688.5
2022-10-21, 674.47998
2022-10-20, 680.440002
2022-10-19, 690.559998
2022-10-18, 697.090027
2022-10-17, 682
2022-10-14, 678.23999
2022-10-13, 651.590027
2022-10-12, 671.669983
2022-10-11, 669.5
2022-10-07, 698.48999
2022-10-06, 706.01001
2022-10-05, 685.340027
2022-10-04, 696.789978
2022-09-30, 672.650024
2022-09-29, 675.070007
2022-09-28, 673.869995
2022-09-27, 698.109985
2022-09-26, 692.369995
2022-09-23, 729.359985
2022-09-22, 751.409973
2022-09-21, 754.890015
2022-09-20, 760.349976
2022-09-19, 751.909973
2022-09-16, 770.039978
2022-09-15, 781.380005
2022-09-14, 782.929993
2022-09-13, 796.789978
2022-09-08, 777.809998
2022-09-07, 768.190002
2022-09-06, 779.460022
2022-09-05, 771.429993
2022-09-02, 785.880005
2022-09-01, 788.320007
2022-08-31, 807.039978
2022-08-30, 797.02002
2022-08-29, 779.890015
2022-08-26, 802.450012
2022-08-25, 807.369995
2022-08-24, 793.140015
2022-08-23, 783.419983
2022-08-22, 795.869995
2022-08-19, 814.169983
2022-08-18, 826.059998
2022-08-17, 827.419983
2022-08-16, 834.73999
2022-08-12, 831.630005
2022-08-11, 832.150024
2022-08-10, 820.27002
2022-08-09, 833.650024
2022-08-08, 830.859985
2022-08-05, 831.640015
2022-08-04, 825.159973
2022-08-03, 815.359985
2022-08-02, 804.340027
2022-08-01, 807.609985
2022-07-29, 803.619995
2022-07-28, 798.320007
2022-07-27, 795.700012
2022-07-26, 789.929993
2022-07-25, 789.690002
2022-07-22, 789.75
2022-07-21, 795.150024
2022-07-20, 790.719971
2022-07-19, 782.330017
2022-07-18, 776.719971
2022-07-15, 762.390015
2022-07-14, 766.080017
2022-07-13, 763.179993
2022-07-12, 750.780029
2022-07-11, 767.039978
2022-07-08, 766.47998
2022-07-07, 757.969971
2022-07-06, 744.630005
2022-07-05, 750.950012
2022-07-04, 722.72998
2022-07-01, 729.47998
2022-06-30, 745.440002
2022-06-29, 762.349976
2022-06-28, 769.51001
2022-06-27, 770.599976
2022-06-24, 750.299988
2022-06-23, 714.380005
2022-06-22, 746.960022
2022-06-21, 778.299988
2022-06-20, 769.919983
2022-06-17, 798.690002
2022-06-16, 802.150024
2022-06-15, 799.409973
2022-06-14, 823.580017
2022-06-13, 828.77002
2022-06-10, 869.859985
2022-06-09, 877.179993
2022-06-08, 874.950012
2022-06-07, 873.780029
2022-06-03, 891.51001
2022-06-02, 891.140015
2022-05-31, 893.359985
2022-05-30, 886.440002
2022-05-27, 873.969971
2022-05-26, 871.429993
2022-05-25, 872.690002
2022-05-24, 865.070007
2022-05-23, 883.590027
2022-05-20, 879.880005
2022-05-19, 863.799988
2022-05-18, 865.97998
2022-05-17, 865.97998
2022-05-16, 856.25
2022-05-13, 853.080017
2022-05-12, 833.659973
2022-05-11, 866.340027
2022-05-10, 856.140015
2022-05-06, 884.219971
2022-05-04, 900.059998
2022-05-03, 907.570007
2022-05-02, 901.820007
2022-04-29, 904.75
2022-04-28, 892.219971
2022-04-27, 896.179993
2022-04-26, 911.159973
2022-04-25, 899.840027
2022-04-22, 922.780029
2022-04-21, 929.679993
2022-04-20, 928.929993
2022-04-19, 931.559998
2022-04-18, 918.22998
2022-04-15, 924.440002
2022-04-14, 928.01001
2022-04-13, 927.309998
2022-04-12, 913.820007
2022-04-11, 921.830017
2022-04-08, 934.72998
2022-04-07, 927.950012
2022-04-06, 943.130005
2022-04-05, 952.469971
2022-04-04, 947.320007
2022-04-01, 940.570007
2022-03-31, 944.530029
2022-03-30, 939.070007
2022-03-29, 937.830017
2022-03-28, 927.109985
2022-03-25, 934.690002
2022-03-24, 931.75
2022-03-23, 930.570007
2022-03-22, 924.669983
2022-03-21, 918.400024
2022-03-18, 922.960022
2022-03-17, 914.130005
2022-03-16, 891.799988
2022-03-15, 871.219971
2022-03-14, 872.440002
2022-03-11, 891.710022
2022-03-10, 889.080017
2022-03-08, 870.140015
2022-03-07, 881.539978
2022-03-04, 900.960022
2022-03-03, 912.320007
2022-03-02, 895.450012
2022-02-28, 881.070007
2022-02-25, 872.97998
2022-02-24, 848.210022
2022-02-23, 877.330017
2022-02-22, 868.109985
2022-02-21, 884.25
2022-02-18, 881.710022
2022-02-17, 874.219971
2022-02-16, 878.150024
2022-02-15, 839.919983
2022-02-14, 852.789978
2022-02-11, 877.419983
2022-02-10, 895.679993
2022-02-09, 910.530029
2022-02-08, 895.27002
2022-02-07, 899.400024
2022-02-04, 902.869995
2022-02-03, 891.599976
2022-01-28, 872.869995
2022-01-27, 849.22998
2022-01-26, 882.090027
2022-01-25, 889.440002
2022-01-24, 915.400024
2022-01-21, 942.849976
2022-01-20, 958.700012
2022-01-19, 933.900024
2022-01-18, 943.940002
2022-01-17, 957.900024
2022-01-14, 971.390015
2022-01-13, 983.25
2022-01-12, 991.330017
2022-01-11, 969.919983
2022-01-10, 980.380005
2022-01-07, 995.159973
2022-01-06, 980.299988
2022-01-05, 1009.619995
2022-01-04, 1031.660034
2021-12-30, 1033.97998
2021-12-29, 1028.050049
2021-12-28, 1027.439941
2021-12-27, 1011.359985
2021-12-24, 1007.419983
2021-12-23, 1003.309998
2021-12-22, 1000.130005
2021-12-21, 996.599976
2021-12-20, 990.51001
2021-12-17, 1001.26001
2021-12-16, 1007.859985
2021-12-15, 1003.52002
2021-12-14, 1002.809998
2021-12-13, 1005.960022
2021-12-10, 1011.570007
2021-12-09, 1022.869995
2021-12-08, 1006.039978
2021-12-07, 996.640015
2021-12-06, 991.869995
2021-12-03, 998.469971
2021-12-02, 977.429993
2021-12-01, 977.150024
2021-11-30, 965.630005
2021-11-29, 992.340027
2021-11-26, 1005.890015
2021-11-25, 1015.659973
2021-11-24, 1020.130005
2021-11-23, 1013.719971
2021-11-22, 1032.310059
2021-11-19, 1041.920044
2021-11-18, 1032.77002
2021-11-17, 1031.26001
2021-11-16, 1035.459961
2021-11-15, 1029.030029
2021-11-12, 1009.070007
2021-11-11, 992.650024
2021-11-10, 987.75
2021-11-09, 1008.679993
2021-11-08, 1002.5
2021-11-05, 1001.349976
2021-11-04, 1001.429993
2021-11-03, 1005
2021-11-02, 1009.440002
2021-11-01, 998.570007
2021-10-29, 992.330017
2021-10-28, 1000.130005
2021-10-27, 1008.950012
2021-10-26, 1011.76001
2021-10-25, 994.309998
2021-10-22, 995.070007
2021-10-21, 993.700012
2021-10-20, 1001.619995
2021-10-19, 1005.349976
2021-10-18, 993.859985
2021-10-15, 990.539978
2021-10-14, 983.429993
2021-10-13, 953.469971
2021-10-12, 940.150024
2021-10-08, 953.109985
2021-10-07, 953.429993
2021-10-06, 922.359985
2021-10-05, 955.369995
2021-10-01, 983.200012
2021-09-30, 1003.27002
2021-09-29, 1001.460022
2021-09-28, 1012.51001
2021-09-27, 1034.819946
2021-09-24, 1037.030029
2021-09-23, 1036.26001
2021-09-17, 1046.119995
2021-09-16, 1039.430054
2021-09-15, 1042.790039
2021-09-14, 1037.73999
2021-09-13, 1026.339966
2021-09-10, 1037.910034
2021-09-09, 1034.619995
2021-09-08, 1037.219971
2021-09-07, 1054.430054
2021-09-06, 1052.959961
2021-09-03, 1053.849976
2021-09-02, 1047.189941
2021-09-01, 1045.97998
2021-08-31, 1038.329956
2021-08-30, 1031.839966
2021-08-27, 1023.51001
2021-08-26, 1020.440002
2021-08-25, 1017.780029
2021-08-24, 1013.179993
2021-08-23, 993.179993
2021-08-20, 967.900024
2021-08-19, 991.150024
2021-08-18, 1021.080017
2021-08-17, 1011.049988
2021-08-13, 1040.780029
2021-08-12, 1054.089966
2021-08-11, 1051.920044
2021-08-10, 1052.069946
2021-08-09, 1060
2021-08-06, 1059.800049
2021-08-05, 1059.540039
2021-08-04, 1047.930054
2021-08-03, 1036.109985
2021-08-02, 1037.800049
2021-07-30, 1031.140015
2021-07-29, 1044.130005
2021-07-28, 1035.680054
2021-07-27, 1046.550049
2021-07-26, 1047.630005
2021-07-23, 1055.5
2021-07-22, 1050.25
2021-07-21, 1042.030029
2021-07-20, 1043.640015
2021-07-19, 1049.829956
2021-07-16, 1051.97998
2021-07-15, 1054.310059
2021-07-14, 1044.97998
2021-07-13, 1043.310059
2021-07-12, 1034.640015
2021-07-09, 1028.930054
2021-07-08, 1034.47998
2021-07-07, 1047.359985
2021-07-06, 1044.959961
2021-07-05, 1047.329956
2021-07-02, 1038.180054
2021-07-01, 1035.640015
2021-06-30, 1029.959961
2021-06-29, 1022.52002
2021-06-28, 1017.909973
2021-06-25, 1012.130005
2021-06-24, 1012.619995
2021-06-23, 1016.460022
2021-06-22, 1011.559998
2021-06-21, 1010.98999
2021-06-18, 1015.880005
2021-06-17, 1003.719971
2021-06-16, 998.48999
2021-06-15, 997.369995
2021-06-14, 997.409973
2021-06-11, 991.130005
2021-06-10, 987.77002
2021-06-09, 978.789978
2021-06-08, 986.119995
2021-06-07, 985.859985
2021-06-04, 987.580017
2021-06-03, 990.190002
2021-06-02, 981.099976
2021-06-01, 984.590027
2021-05-31, 981.780029
2021-05-28, 977.460022
2021-05-27, 974.080017
2021-05-26, 966.059998
2021-05-25, 962.070007
2021-05-24, 948.369995
2021-05-21, 965.630005
2021-05-20, 971.130005
2021-05-18, 969.099976
2021-05-17, 962.5
2021-05-14, 966.719971
2021-05-13, 951.77002
2021-05-12, 967.099976
2021-05-11, 978.609985
2021-05-10, 992.799988
2021-05-07, 978.299988
2021-05-06, 969.98999
2021-05-04, 967.200012
2021-05-03, 961.809998
2021-04-30, 983.450012
2021-04-29, 990.690002
2021-04-28, 998.27002
2021-04-27, 1021.01001
2021-04-26, 1030.060059
2021-04-23, 1026.819946
2021-04-22, 1025.709961
2021-04-21, 1022.219971
2021-04-20, 1031.880005
2021-04-19, 1029.459961
2021-04-16, 1021.619995
2021-04-15, 1013.900024
2021-04-14, 1014.419983
2021-04-13, 1010.369995
2021-04-12, 1000.650024
2021-04-09, 989.390015
2021-04-08, 982.02002
2021-04-07, 973.219971
2021-04-06, 968.630005
2021-04-05, 969.77002
2021-04-02, 970.090027
2021-04-01, 965.780029
2021-03-31, 956.169983
2021-03-30, 958.059998
2021-03-29, 954.099976
2021-03-26, 956.700012
2021-03-25, 954.98999
2021-03-24, 953.820007
2021-03-23, 946.309998
2021-03-22, 955.380005
2021-03-19, 952.109985
2021-03-18, 949.830017
2021-03-17, 943.780029
2021-03-16, 940.650024
2021-03-15, 926.900024
2021-03-12, 925.48999
2021-03-11, 908.01001
2021-03-10, 890.070007
2021-03-09, 896.359985
2021-03-08, 904.77002
2021-03-05, 923.47998
2021-03-04, 926.200012
2021-03-03, 930.799988
2021-03-02, 923.169983
2021-02-26, 913.940002
2021-02-25, 936.210022
2021-02-24, 906.309998
2021-02-23, 936.599976
2021-02-22, 954.289978
2021-02-19, 965.109985
2021-02-18, 967.419983
2021-02-17, 979.77002
2021-02-16, 977.73999
2021-02-15, 981.969971
2021-02-10, 964.309998
2021-02-09, 957.849976
2021-02-08, 960.780029
2021-02-05, 967.419983
2021-02-04, 964.580017
2021-02-03, 970.690002
2021-02-02, 963.809998
2021-02-01, 956.919983
2021-01-29, 928.72998
2021-01-28, 961.22998
2021-01-27, 985.919983
2021-01-26, 994
2021-01-25, 999.299988
2021-01-22, 979.97998
2021-01-21, 981.400024
2021-01-20, 977.659973
2021-01-19, 957.75
2021-01-18, 944.669983
2021-01-15, 964.440002
2021-01-14, 980.289978
2021-01-13, 979.130005
2021-01-12, 973.719971
2021-01-11, 976.630005
2021-01-08, 987.789978
2021-01-07, 988.859985
2021-01-06, 981.390015
2021-01-05, 985.76001
2021-01-04, 977.619995
2020-12-30, 968.419983
2020-12-29, 957.409973
2020-12-28, 927
2020-12-24, 928.679993
2020-12-23, 923.169983
2020-12-22, 928.72998
2020-12-21, 953.580017
2020-12-18, 947.23999
2020-12-17, 944.039978
2020-12-16, 939.650024
2020-12-15, 931.27002
2020-12-14, 929.539978
2020-12-11, 928.440002
2020-12-10, 921.700012
2020-12-09, 913.809998
2020-12-08, 906.840027
2020-12-07, 926.880005
2020-12-04, 913.76001
2020-12-03, 907.609985
2020-12-02, 899.340027
2020-12-01, 891.289978
2020-11-30, 886.109985
2020-11-27, 885.559998
2020-11-26, 874.530029
2020-11-25, 865.119995
2020-11-24, 872.099976
2020-11-23, 873.289978
2020-11-20, 870.179993
2020-11-19, 859.940002
2020-11-18, 851.73999
2020-11-17, 839.469971
2020-11-16, 847.330017
2020-11-13, 839.140015
2020-11-12, 840.080017
2020-11-11, 839.900024
2020-11-10, 840.789978
2020-11-09, 851.210022
2020-11-06, 836.780029
2020-11-05, 844.799988
2020-11-04, 826.969971
2020-11-03, 818.460022
2020-11-02, 802.950012
2020-10-30, 792.650024
2020-10-29, 813.929993
2020-10-28, 806.200012
2020-10-27, 783.72998
2020-10-26, 778.02002
2020-10-23, 807.97998
2020-10-22, 812.700012
2020-10-21, 830.669983
2020-10-20, 824.650024
2020-10-19, 822.25
2020-10-16, 833.840027
2020-10-15, 844.440002
2020-10-14, 861.47998
2020-10-13, 871.919983
2020-10-12, 873.5
2020-10-08, 871.619995
2020-10-07, 869.659973
2020-10-06, 862.580017
2020-10-05, 858.390015
2020-09-29, 848.150024
2020-09-28, 835.909973
2020-09-25, 808.280029
2020-09-24, 806.950012
2020-09-23, 843.450012
2020-09-22, 842.719971
2020-09-21, 866.98999
2020-09-18, 888.880005
2020-09-17, 885.179993
2020-09-16, 896.280029
2020-09-15, 899.460022
2020-09-14, 894.169983
2020-09-11, 888.440002
2020-09-10, 884.299988
2020-09-09, 869.469971
2020-09-08, 878.289978
2020-09-07, 878.880005
2020-09-04, 866.039978
2020-09-03, 874.130005
2020-09-02, 866.73999
2020-09-01, 853.369995
2020-08-31, 848.23999
2020-08-28, 841.299988
2020-08-27, 836.400024
2020-08-26, 841.349976
2020-08-25, 836.309998
2020-08-24, 815.73999
2020-08-21, 796.01001
2020-08-20, 791.140015
2020-08-19, 818.73999
2020-08-18, 800.219971
2020-08-14, 835.030029
2020-08-13, 854.77002
2020-08-12, 845.599976
2020-08-11, 860.22998
2020-08-10, 862.76001
2020-08-07, 857.630005
2020-08-06, 854.119995
2020-08-05, 847.280029
2020-08-04, 835.349976
2020-08-03, 827.570007
2020-07-31, 815.299988
2020-07-30, 814.190002
2020-07-29, 808.590027
2020-07-28, 807.849976
2020-07-27, 801.22998
2020-07-24, 794.799988
2020-07-23, 801.690002
2020-07-22, 794.98999
2020-07-21, 790.580017
2020-07-20, 781.960022
2020-07-17, 783.219971
2020-07-16, 775.070007
2020-07-15, 781.289978
2020-07-14, 778.390015
2020-07-13, 781.190002
2020-07-10, 772.809998
2020-07-09, 772.900024
2020-07-08, 765.960022
2020-07-07, 759.159973
2020-07-06, 759.900024
2020-07-03, 752.179993
2020-07-02, 742.549988
2020-07-01, 727.580017
2020-06-30, 737.969971
2020-06-29, 734.690002
2020-06-26, 750.580017
2020-06-25, 750.359985
2020-06-24, 759.5
2020-06-23, 753.22998
2020-06-22, 751.640015
2020-06-19, 742.030029
2020-06-18, 737.330017
2020-06-17, 735.400024
2020-06-16, 735.380005
2020-06-15, 693.150024
2020-06-12, 746.059998
2020-06-11, 757.059998
2020-06-10, 758.619995
2020-06-09, 753.820007
2020-06-08, 753.039978
2020-06-05, 749.309998
2020-06-04, 742.369995
2020-06-03, 737.659973
2020-06-02, 743.580017
2020-06-01, 735.719971
2020-05-29, 713.679993
2020-05-28, 708.75
2020-05-27, 724.590027
2020-05-26, 729.109985
2020-05-25, 719.890015
2020-05-22, 708.580017
2020-05-21, 716.02002
2020-05-20, 708.76001
2020-05-19, 696.359985
2020-05-18, 690.849976
2020-05-15, 691.929993
2020-05-14, 690.570007
2020-05-13, 691.530029
2020-05-12, 684.210022
2020-05-11, 685.039978
2020-05-08, 682.299988
2020-05-07, 668.169983
2020-05-06, 658.400024
2020-05-04, 641.909973
2020-04-29, 645.179993
2020-04-28, 644.929993
2020-04-27, 646.859985
2020-04-24, 632.960022
2020-04-23, 643.789978
2020-04-22, 635.159973
2020-04-21, 628.77002
2020-04-20, 637.820007
2020-04-17, 634.789978
2020-04-16, 623.429993
2020-04-14, 610.289978
2020-04-13, 596.710022
2020-04-10, 611.26001
2020-04-09, 615.950012
2020-04-08, 607.369995
2020-04-07, 606.900024
2020-04-06, 597.210022
2020-04-03, 573.01001
2020-04-02, 567.700012
2020-04-01, 551.840027
2020-03-31, 569.070007
2020-03-30, 542.109985
2020-03-27, 522.830017
2020-03-26, 516.609985
2020-03-25, 505.679993
2020-03-24, 480.399994
2020-03-23, 443.76001
2020-03-20, 467.75
2020-03-19, 428.350006
2020-03-18, 485.140015
2020-03-17, 514.72998
2020-03-16, 504.51001
2020-03-13, 524
2020-03-12, 563.48999
2020-03-11, 595.609985
2020-03-10, 619.969971
2020-03-09, 614.599976
2020-03-06, 642.719971
2020-03-05, 650.190002
2020-03-04, 641.72998
2020-03-03, 626.820007
2020-03-02, 627.659973
2020-02-28, 610.72998
2020-02-27, 638.169983
2020-02-26, 654.630005
2020-02-25, 656.950012
2020-02-24, 639.289978
2020-02-21, 667.98999
2020-02-20, 681.659973
2020-02-19, 684.780029
2020-02-18, 682.919983
2020-02-17, 692.590027
2020-02-14, 688.909973
2020-02-13, 687.609985
2020-02-12, 686.590027
2020-02-11, 682.340027
2020-02-10, 676.070007
2020-02-07, 672.630005
2020-02-06, 672.690002
2020-02-05, 661.320007
2020-02-04, 661.23999
2020-02-03, 646.849976
2020-01-31, 642.47998
2020-01-30, 656.390015
2020-01-29, 670.179993
2020-01-28, 664.700012
2020-01-23, 685.570007
2020-01-22, 688.25
2020-01-21, 676.52002
2020-01-20, 683.469971
2020-01-17, 688.409973
2020-01-16, 686.52002
2020-01-15, 679.159973
2020-01-14, 678.710022
2020-01-13, 679.219971
2020-01-10, 673.030029
2020-01-09, 666.090027
2020-01-08, 640.940002
2020-01-07, 663.440002
2020-01-06, 655.309998
2020-01-03, 669.929993
2020-01-02, 674.02002
